federal_action_obligation,total_dollars_obligated,base_and_exercised_options_value,base_and_all_options_value,potential_total_value_of_award,action_date_fiscal_year,awarding_office_name,funding_office_name,recipient_parent_name,recipient_city_name,recipient_state_name,primary_place_of_performance_city_name,primary_place_of_performance_state_code,type_of_contract_pricing,product_or_service_code_description,naics_description,place_of_manufacture,solicitation_procedures,organizational_type,corporate_entity_not_tax_exempt,partnership_or_limited_liability_partnership,sole_proprietorship,educational_institution
33491.0,100473.0,33491.0,0.0,100473.0,2020,REGION 5 CONTRACTING OFFICE,REGION 5 (FUNDING OFFICE),FOUR LLC,HERNDON,VIRGINIA,HERNDON,VA,FIRM FIXED PRICE,NEWSPAPERS AND PERIODICALS,INTERNET PUBLISHING AND BROADCASTING AND WEB SEARCH PORTALS,MFG IN U.S.,SIMPLIFIED ACQUISITION,PARTNERSHIP,f,t,f,f
450000.0,450000.0,999616.25,3998170.35,3998170.35,2020,REGION 9 CONTRACTING OFFICE,REGION 9 (FUNDING OFFICE),INNOVATE! INC,ALEXANDRIA,VIRGINIA,SAN FRANCISCO,CA,TIME AND MATERIALS,IT AND TELECOM- PROGRAMMING,COMPUTER SYSTEMS DESIGN SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
300000.0,700000.0,1599196.76,7843561.0,7843561.0,2020,CINCINNATI ACQUISITION DIV (CAD),OFC OF MISSION SUPT (OMS)(FUNDING),"SOLUTION ONE INDUSTRIES, INC.",KILLEEN,TEXAS,WASHINGTON,DC,FIRM FIXED PRICE,OPERATION OF MISCELLANEOUS BUILDINGS,FACILITIES SUPPORT SERVICES,NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
69000.0,197725.5,69000.0,391330.37,391330.37,2020,REGION 4 CONTRACTING OFFICE,REGION 4 (FUNDING OFFICE),CORE SECURE LLC,CENTREVILLE,VIRGINIA,ATLANTA,GA,FIRM FIXED PRICE,"MISCELLANEOUS ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),MFG IN U.S.,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
66396.0,66396.0,66396.0,66396.0,66396.0,2020,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),B & H INTERNATIONAL LLC,BAKERSFIELD,CALIFORNIA,CINCINNATI,OH,FIRM FIXED PRICE,LABORATORY EQUIPMENT AND SUPPLIES,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,MFG IN U.S.,SIMPLIFIED ACQUISITION,OTHER,f,f,f,f
97469.24,2973211.41,97469.24,97469.24,3281962.35,2020,REGION 4 CONTRACTING OFFICE,REGION 4 (FUNDING OFFICE),"AMTIS, INC.",ORLANDO,FLORIDA,ATLANTA,GA,FIRM FIXED PRICE,SUPPORT- ADMINISTRATIVE: LIBRARY,LIBRARIES AND ARCHIVES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,967722.25,0.0,0.0,3733642.28,2020,HEADQUARTERS ACQUISITION DIV (HQAD),OFC RESEARCH  DEV (ORD) (FUNDING),"HIGHLIGHT TECHNOLOGIES, INC.",FAIRFAX,VIRGINIA,FAIRFAX,VA,TIME AND MATERIALS,OTHER ENVIRONMENTAL SERVICES,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,OTHER,f,f,f,f
97688.28,885161.24,390753.1,0.0,1909702.86,2020,REGION 3 CONTRACTING OFFICE,REGION 3 (FUNDING OFFICE),THE NET.AMERICA CORPORATION,UPPER MARLBORO,MARYLAND,FORT GEORGE G MEADE,MD,FIRM FIXED PRICE,LABORATORY EQUIPMENT AND SUPPLIES,CUSTOM COMPUTER PROGRAMMING SERVICES,MFG IN U.S.,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
292906.0,1934217.01,292906.0,292906.0,1934217.01,2020,REGION 4 CONTRACTING OFFICE,REGION 4 (FUNDING OFFICE),"EXALT INTEGRATED TECHNOLOGIES, LLC",ROSWELL,GEORGIA,ATLANTA,GA,FIRM FIXED PRICE,IT AND TELECOM- SYSTEMS DEVELOPMENT,COMPUTER SYSTEMS DESIGN SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,1880379.0,0.0,0.0,4392387.0,2020,INFORMATION TECHNOLOGY ACQ DIV (ITA,OFC RESEARCH  DEV (ORD) (FUNDING),"MPF FEDERAL, LLC",GAITHERSBURG,MARYLAND,DURHAM,NC,FIRM FIXED PRICE,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,FACILITIES SUPPORT SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,2442.66,0.0,0.0,2442.66,2020,REGION 1 CONTRACTING OFFICE,REGION 1 (FUNDING OFFICE),ATAASK GLOBAL INC,MALDEN,MASSACHUSETTS,BOSTON,MA,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: PERSONAL CARE (NON-MEDICAL),SERVICES FOR THE ELDERLY AND PERSONS WITH DISABILITIES,NOT A MANUFACTURED END PRODUCT,SIMPLIFIED ACQUISITION,CORPORATE NOT TAX EXEMPT,t,f,f,f
220666.0,220666.0,242509.12,968367.56,968367.56,2020,REGION 9 CONTRACTING OFFICE,REGION 9 (FUNDING OFFICE),INNOVATE! INC,ALEXANDRIA,VIRGINIA,ALEXANDRIA,VA,TIME AND MATERIALS,IT AND TELECOM- SYSTEMS DEVELOPMENT,COMPUTER SYSTEMS DESIGN SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
85000.0,1148152.09,0.0,0.0,1448557.39,2020,HEADQUARTERS ACQUISITION DIV (HQAD),OFC OF MISSION SUPT (OMS)(FUNDING),INNOVATE! INC,ALEXANDRIA,VIRGINIA,ALEXANDRIA,VA,TIME AND MATERIALS,IT AND TELECOM- SYSTEMS ANALYSIS,OTHER MANAGEMENT CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
-97469.24,2875742.17,-97469.24,-97469.24,3184493.11,2020,REGION 4 CONTRACTING OFFICE,REGION 4 (FUNDING OFFICE),"AMTIS, INC.",ORLANDO,FLORIDA,ATLANTA,GA,FIRM FIXED PRICE,SUPPORT- ADMINISTRATIVE: LIBRARY,LIBRARIES AND ARCHIVES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
215106.46,936258.46,374769.0,0.0,2022567.0,2020,HEADQUARTERS ACQUISITION DIV (HQAD),OFC FOR AIR  RAD (OAR) (FUNDING),ENVIRONMENTAL ENGINEERING & MEASUREMENT SERVICES INC,GAINESVILLE,FLORIDA,WASHINGTON,DC,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,3013329.0,0.0,0.0,3013329.0,2020,CINCINNATI ACQUISITION DIV (CAD),OFC OF MISSION SUPT (OMS)(FUNDING),"GLOBAL ENGINEERING SOLUTIONS, INC.",BETHESDA,MARYLAND,BETHESDA,MD,FIRM FIXED PRICE,ARCHITECT AND ENGINEERING- CONSTRUCTION: LABORATORIES AND CLINICS,ENGINEERING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,489369.97,0.0,0.0,489369.97,2020,HEADQUARTERS ACQUISITION DIV (HQAD),OFC OF ADMINISTRATOR (OA) (FUNDING),JLAN SOLUTIONS LLC,WASHINGTON,DISTRICT OF COLUMBIA,WASHINGTON,DC,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: OTHER,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,SOLE PROPRIETORSHIP,f,f,t,f
0.0,610047.03,0.0,0.0,735197.03,2020,HEADQUARTERS ACQUISITION DIV (HQAD),OFC FOR AIR  RAD (OAR) (FUNDING),SEPARATION SYSTEMS INC,GULF BREEZE,FLORIDA,ANN ARBOR,MI,FIRM FIXED PRICE,INSTALLATION OF EQUIPMENT- INSTRUMENTS AND LABORATORY EQUIPMENT,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
122054.9,1238208.3,366164.7,0.0,2290659.02,2020,REGION 7 CONTRACTING OFFICE,REGION 7 (FUNDING OFFICE),"VERACITY CONSULTING, INC.",OVERLAND PARK,KANSAS,LENEXA,KS,FIRM FIXED PRICE,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",COMPUTER FACILITIES MANAGEMENT SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
26644.0,701175.44,0.0,0.0,911162.4,2020,HEADQUARTERS ACQUISITION DIV (HQAD),OFC RESEARCH  DEV (ORD) (FUNDING),UNIFIED BUSINESS SOLUTIONS LLC,CINCINNATI,OHIO,CORVALLIS,OR,FIRM FIXED PRICE,SUPPORT- ADMINISTRATIVE: OTHER,OFFICE ADMINISTRATIVE SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,248600.0,0.0,0.0,2926572.0,2020,HEADQUARTERS ACQUISITION DIV (HQAD),OFC RESEARCH  DEV (ORD) (FUNDING),"MPF FEDERAL, LLC",GAITHERSBURG,MARYLAND,CHAPEL HILL,NC,FIRM FIXED PRICE,SUPPORT- MANAGEMENT: OTHER,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
146721.0,275335.0,146721.0,0.0,771500.0,2020,REGION 7 CONTRACTING OFFICE,REGION 7 (FUNDING OFFICE),"A-ZONE ENVIRONMENTAL SERVICES, LLC",CHARLES TOWN,WEST VIRGINIA,NEW HAVEN,MO,FIRM FIXED PRICE,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,REMEDIATION SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,147202.75,0.0,0.0,253853.34,2020,REGION 7 CONTRACTING OFFICE,REGION 7 (FUNDING OFFICE),AUXILIO MANAGEMENT SERVICES,DENVER,COLORADO,GRAND ISLAND,NE,FIRM FIXED PRICE,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,REMEDIATION SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
110995.5,29266039.0,0.0,0.0,46477963.0,2020,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"PEGASUS TECHNICAL SERVICES, INC",CINCINNATI,OHIO,CINCINNATI,OH,COST PLUS FIXED FEE,R&D- ENVIRONMENTAL PROTECTION: POLLUTION CONTROL/ABATEMENT (BASIC RESEARCH),"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,1073799.0,0.0,0.0,1073799.0,2020,CINCINNATI ACQUISITION DIV (CAD),REGION 2 (FUNDING OFFICE),"G.M. HILL ENGINEERING, INC.",JACKSONVILLE,FLORIDA,EDISON,NJ,FIRM FIXED PRICE,CONSTRUCTION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
1900000.0,7661000.0,10850.0,10850.0,15904460.05,2020,INFORMATION TECHNOLOGY ACQ DIV (ITA,OFC OF MISSION SUPT (OMS) (FUNDING),"CARTRIDGE TECHNOLOGIES, LLC",ROCKVILLE,MARYLAND,DERWOOD,MD,TIME AND MATERIALS,PHOTO/MAP/PRINT/PUBLICATION- PRINT/BINDING,COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
2442.66,2442.66,2442.66,2442.66,2442.66,2020,REGION 1 CONTRACTING OFFICE,REGION 1 (FUNDING OFFICE),ATAASK GLOBAL INC,MALDEN,MASSACHUSETTS,BOSTON,MA,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: PERSONAL CARE (NON-MEDICAL),SERVICES FOR THE ELDERLY AND PERSONS WITH DISABILITIES,NOT A MANUFACTURED END PRODUCT,SIMPLIFIED ACQUISITION,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,2914662.0,0.0,0.0,2914662.0,2020,CINCINNATI ACQUISITION DIV (CAD),REGION 2 (FUNDING OFFICE),"G.M. HILL ENGINEERING, INC.",JACKSONVILLE,FLORIDA,EDISON,NJ,FIRM FIXED PRICE,CONSTRUCTION OF LABORATORIES AND CLINICS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
480000.0,1880379.0,0.0,0.0,4392387.0,2020,INFORMATION TECHNOLOGY ACQ DIV (ITA,OFC RESEARCH  DEV (ORD) (FUNDING),"MPF FEDERAL, LLC",GAITHERSBURG,MARYLAND,DURHAM,NC,FIRM FIXED PRICE,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,FACILITIES SUPPORT SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
26457.65,26457.65,26457.65,26457.65,26457.65,2020,"LAB - LAS VEGAS, NV - CO OFFICE",OFC FOR AIR  RAD (OAR) (FUNDING),"FEDCORP SERVICES, INC.",EL SOBRANTE,CALIFORNIA,LAS VEGAS,NV,FIRM FIXED PRICE,INSPECTION GAGES AND PRECISION LAYOUT TOOLS,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,MFG IN U.S.,SIMPLIFIED ACQUISITION,CORPORATE NOT TAX EXEMPT,t,f,f,f
122054.9,1116153.4,0.0,0.0,2290659.02,2020,REGION 7 CONTRACTING OFFICE,REGION 7 (FUNDING OFFICE),"VERACITY CONSULTING, INC.",OVERLAND PARK,KANSAS,LENEXA,KS,FIRM FIXED PRICE,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",COMPUTER FACILITIES MANAGEMENT SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
79437.28,79437.28,79437.28,79437.28,79437.28,2020,REGION 8 CONTRACTING OFFICE,REGION 8 (FUNDING OFFICE),STRATEGIC COMMUNICATIONS LLC,LOUISVILLE,KENTUCKY,DENVER,CO,FIRM FIXED PRICE,INFORMATION TECHNOLOGY SUPPORT EQUIPMENT,OTHER COMPUTER RELATED SERVICES,MFG IN U.S.,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
21760.0,3013329.0,21760.0,21760.0,3013329.0,2020,CINCINNATI ACQUISITION DIV (CAD),OFC OF MISSION SUPT (OMS)(FUNDING),"GLOBAL ENGINEERING SOLUTIONS, INC.",BETHESDA,MARYLAND,BETHESDA,MD,FIRM FIXED PRICE,ARCHITECT AND ENGINEERING- CONSTRUCTION: LABORATORIES AND CLINICS,ENGINEERING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
127592.59,378628.13,127592.59,0.0,638039.31,2020,HEADQUARTERS ACQUISITION DIV (HQAD),OFC FOR AIR  RAD (OAR) (FUNDING),UNIFIED BUSINESS SOLUTIONS LLC,CINCINNATI,OHIO,RALEIGH,NC,FIRM FIXED PRICE,SUPPORT- ADMINISTRATIVE: OTHER,OFFICE ADMINISTRATIVE SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,248600.0,0.0,0.0,2926572.0,2020,INFORMATION TECHNOLOGY ACQ DIV (ITA,OFC RESEARCH  DEV (ORD) (FUNDING),"MPF FEDERAL, LLC",GAITHERSBURG,MARYLAND,CHAPEL HILL,NC,FIRM FIXED PRICE,SUPPORT- MANAGEMENT: OTHER,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
34323.01,2973211.41,34323.01,34323.01,3281962.35,2020,REGION 4 CONTRACTING OFFICE,REGION 4 (FUNDING OFFICE),"AMTIS, INC.",ORLANDO,FLORIDA,ATLANTA,GA,FIRM FIXED PRICE,SUPPORT- ADMINISTRATIVE: LIBRARY,LIBRARIES AND ARCHIVES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,967722.25,0.0,0.0,3733642.28,2020,HEADQUARTERS ACQUISITION DIV (HQAD),OFC RESEARCH  DEV (ORD) (FUNDING),"HIGHLIGHT TECHNOLOGIES, INC.",FAIRFAX,VIRGINIA,FAIRFAX,VA,TIME AND MATERIALS,OTHER ENVIRONMENTAL SERVICES,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,OTHER,f,f,f,f
0.0,1148152.09,0.0,0.0,1448557.39,2020,HEADQUARTERS ACQUISITION DIV (HQAD),OFC OF MISSION SUPT (OMS)(FUNDING),INNOVATE! INC,ALEXANDRIA,VIRGINIA,ALEXANDRIA,VA,TIME AND MATERIALS,IT AND TELECOM- SYSTEMS ANALYSIS,OTHER MANAGEMENT CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
500000.0,500000.0,986900.0,3999489.22,3999489.22,2020,HEADQUARTERS ACQUISITION DIV (HQAD),OFC OF MISSION SUPT (OMS)(FUNDING),TTW SOLUTIONS INC,BETHESDA,MARYLAND,BETHESDA,MD,TIME AND MATERIALS,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,CUSTOM COMPUTER PROGRAMMING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
-75211.98,12595.02,-75211.98,-75211.98,12595.02,2020,HEADQUARTERS ACQUISITION DIV (HQAD),OFC OF MISSION SUPT (OMS)(FUNDING),INNOVATE! INC,ALEXANDRIA,VIRGINIA,ALEXANDRIA,VA,TIME AND MATERIALS,IT AND TELECOM- SYSTEMS ANALYSIS,OTHER MANAGEMENT CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
506000.0,3820809.59,0.0,0.0,4999879.2,2020,INFORMATION TECHNOLOGY ACQ DIV (ITA,OFC CHEMSFTYPOLLPREV(OCSPP) (FUND),INNOVATE! INC,ALEXANDRIA,VIRGINIA,WASHINGTON,DC,TIME AND MATERIALS,OTHER ENVIRONMENTAL SERVICES,OTHER COMPUTER RELATED SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
95000.0,1342140.19,423519.01,0.0,2098253.83,2020,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"MPF FEDERAL, LLC",WASHINGTON,DISTRICT OF COLUMBIA,CINCINNATI,OH,FIRM FIXED PRICE,R&D- DEFENSE OTHER: SERVICES (ADVANCED DEVELOPMENT),VETERINARY SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
-1391.4,12941.94,-1391.4,-1391.4,12941.94,2020,REGION 3 CONTRACTING OFFICE,REGION 3 (FUNDING OFFICE),ENVIRONMENTAL MANAGEMENT SERVICES INC,ROCKVILLE,MARYLAND,FORT GEORGE G MEADE,MD,FIRM FIXED PRICE,ENVIRONMENTAL SYSTEMS PROTECTION- TOXIC AND HAZARDOUS SUBSTANCE ANALYSIS,HAZARDOUS WASTE COLLECTION,NOT A MANUFACTURED END PRODUCT,SIMPLIFIED ACQUISITION,CORPORATE NOT TAX EXEMPT,t,f,f,f
-157.49,14175.84,-157.49,-157.49,14175.84,2020,REGION 3 CONTRACTING OFFICE,REGION 3 (FUNDING OFFICE),ENVIRONMENTAL MANAGEMENT SERVICES INC,ROCKVILLE,MARYLAND,FORT GEORGE G MEADE,MD,FIRM FIXED PRICE,ENVIRONMENTAL SYSTEMS PROTECTION- TOXIC AND HAZARDOUS SUBSTANCE ANALYSIS,HAZARDOUS WASTE COLLECTION,NOT A MANUFACTURED END PRODUCT,SIMPLIFIED ACQUISITION,CORPORATE NOT TAX EXEMPT,t,f,f,f
-2623.27,11710.06,-2623.27,-2623.27,11710.06,2020,REGION 3 CONTRACTING OFFICE,REGION 3 (FUNDING OFFICE),ENVIRONMENTAL MANAGEMENT SERVICES INC,ROCKVILLE,MARYLAND,FORT GEORGE G MEADE,MD,FIRM FIXED PRICE,ENVIRONMENTAL SYSTEMS PROTECTION- TOXIC AND HAZARDOUS SUBSTANCE ANALYSIS,HAZARDOUS WASTE COLLECTION,NOT A MANUFACTURED END PRODUCT,SIMPLIFIED ACQUISITION,CORPORATE NOT TAX EXEMPT,t,f,f,f
-5343.65,9156.35,-5343.65,-5343.65,9156.35,2020,REGION 3 CONTRACTING OFFICE,REGION 3 (FUNDING OFFICE),ENVIRONMENTAL MANAGEMENT SERVICES INC,ROCKVILLE,MARYLAND,FORT GEORGE G MEADE,MD,FIRM FIXED PRICE,ENVIRONMENTAL SYSTEMS PROTECTION- TOXIC AND HAZARDOUS SUBSTANCE ANALYSIS,HAZARDOUS WASTE TREATMENT AND DISPOSAL,NOT A MANUFACTURED END PRODUCT,SIMPLIFIED ACQUISITION,CORPORATE NOT TAX EXEMPT,t,f,f,f
97469.24,2938888.4,97469.24,97469.24,3247639.34,2020,REGION 4 CONTRACTING OFFICE,REGION 4 (FUNDING OFFICE),"AMTIS, INC.",ORLANDO,FLORIDA,ATLANTA,GA,FIRM FIXED PRICE,SUPPORT- ADMINISTRATIVE: LIBRARY,LIBRARIES AND ARCHIVES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
-19571.86,3898910.67,-19571.86,-19571.86,3898910.67,2020,REGION 7 CONTRACTING OFFICE,REGION 7 (FUNDING OFFICE),"VERACITY CONSULTING, INC.",SHAWNEE,KANSAS,LENEXA,KS,FIRM FIXED PRICE,TECHNICAL REPRESENTATIVE- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT,COMPUTER FACILITIES MANAGEMENT SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,1880379.0,0.0,0.0,4392387.0,2020,INFORMATION TECHNOLOGY ACQ DIV (ITA,OFC OF MISSION SUPT (OMS)(FUNDING),"MPF FEDERAL, LLC",GAITHERSBURG,MARYLAND,DURHAM,NC,FIRM FIXED PRICE,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,FACILITIES SUPPORT SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
6431.4,282981.6,6431.4,6431.4,282981.6,2020,REGION 9 CONTRACTING OFFICE,REGION 9 (FUNDING OFFICE),ANVAYA SOLUTIONS INC,FOLSOM,CALIFORNIA,SAN FRANCISCO,CA,FIRM FIXED PRICE,IT AND TELECOM- FACILITY OPERATION AND MAINTENANCE,ALL OTHER INFORMATION SERVICES,NOT A MANUFACTURED END PRODUCT,SIMPLIFIED ACQUISITION,OTHER,f,f,f,f
71098.13,71098.13,71098.13,71098.13,71098.13,2020,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),"SAMYAK SOLUTIONS, INC.",CENTREVILLE,VIRGINIA,NARRAGANSETT,RI,FIRM FIXED PRICE,LABORATORY EQUIPMENT AND SUPPLIES,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,MFG IN U.S.,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
186857.26,4993713.55,188731.89,0.0,4995588.18,2020,REGION 7 CONTRACTING OFFICE,REGION 7 (FUNDING OFFICE),"SEARCHPROS STAFFING, LLC",CITRUS HEIGHTS,CALIFORNIA,SEATTLE,WA,FIRM FIXED PRICE,TECHNICAL REPRESENTATIVE- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT,COMPUTER FACILITIES MANAGEMENT SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,PARTNERSHIP,f,t,f,f
11869.59,11869.59,11869.59,11869.59,11869.59,2020,REGION 1 CONTRACTING OFFICE,REGION 1 (FUNDING OFFICE),PARS ENVIRONMENTAL INC,ROBBINSVILLE,NEW JERSEY,BOSTON,MA,FIRM FIXED PRICE,R&D- ENVIRONMENTAL PROTECTION: WATER POLLUTION (MANAGEMENT/SUPPORT),ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,107288.0,0.0,0.0,107288.0,2020,CINCINNATI ACQUISITION DIV (CAD),OFC FOR AIR  RAD (OAR) (FUNDING),"AABS JV, L.L.C.",DETROIT,MICHIGAN,ANN ARBOR,MI,FIRM FIXED PRICE,CONSTRUCTION OF LABORATORIES AND CLINICS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,PARTNERSHIP,f,t,f,f
